colors,language,type,text,flavor,title
U,Portuguese (Brazil),Criatura — Espírito,"Voar
{U}, {T}: Você pode virar ou desvirar a criatura alvo.","""Por que os mortos permanecem entre nós? Onde está o Bando Alabastro para guiá-los para casa? Onde está Avacyn?"" — Eruth de Lambholt",Niblis da Respiração
U,Portuguese (Brazil),Mágica Instantânea,"Devolva para a sua mão a criatura alvo que você possui.
Recapitular {W} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)",Nada é mais valioso do que chegar na hora certa.,Mão Salvadora
U,Portuguese (Brazil),Criatura — Zumbi,"Quando Skaab Guinchante entrar no campo de batalha, coloque os dois cards do topo de seu grimório em seu cemitério.",Seu guinchado é o som de você perdendo a cabeça.,Skaab Guinchante
U,Portuguese (Brazil),Encantamento,"Toda vez que você conjurar uma mágica de seu cemitério, compre um card.","""O véu que separa os vivos dos mortos é tão sutil que os antepassados finalmente podem ser ouvidos."" — Amalric, de Midvast Hall",Segredos dos Mortos
U,Portuguese (Brazil),Criatura — Espírito,"Voar
Toda vez que Geist do Grito causa dano de combate a um jogador, aquele jogador coloca os dois cards do topo do grimório dele no próprio cemitério.",As feridas da carne são fáceis de curar. As feridas da mente podem não ser desfeitas jamais.,Geist do Grito
U,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
Você controla a criatura encantada.","Geralmente, o corpo se contorce e se debate em espasmos, enquanto o espírito explora sua nova casa.",Capturador de Alma // Assombração Horripilante
U,Portuguese (Brazil),Mágica Instantânea,"O jogador alvo coloca os dois cards do topo do grimório dele no próprio cemitério.
Compre um card.","""Quando injetar o viscus vitae no tronco cerebral, não se incomode com os gemidos espasmódicos. Logo serão música para os seus ouvidos."" — Suturador Geralf",Purgar Pensamento
U,Portuguese (Brazil),Criatura — Espírito,"Voar
Quando Geist da Torre entrar no campo de batalha, olhe os dois cards do topo de seu grimório. Coloque um deles na sua mão e o restante em seu cemitério.",Os servos da torre de Jenrik são seus visitantes indesejáveis do passado.,Geist da Torre
B,Portuguese (Brazil),Criatura — Zumbi Felino,"Quando Gato Preto morre, o oponente alvo descarta um card aleatoriamente.",Ele gasta sua última vida atormentando seus sonhos.,Gato Preto
B,Portuguese (Brazil),Criatura — Humano,"{T}, Vire um Vampiro desvirado que você controla: Transforme Escolhida de Markov.","""Fui considerada digna por este grande clã...""",Escolhida de Markov // Serva de Markov
B,Portuguese (Brazil),Encantamento — Aura Maldição,"Encantar jogador
No início da manutenção do jogador encantado, Maldição da Sede causa dano àquele jogador igual ao número de Maldições anexadas a ele.","""Que você beba até se afogar, porém, sem jamais se saciar."" — Odila, bruxa de Morkrut",Maldição da Sede
B,Portuguese (Brazil),Feitiço,"A criatura alvo ganha toque mortífero até o final do turno e deve ser bloqueada neste turno se estiver apta.
Recapitular {G} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)",O que pode ser mais irresistível que a morte?,Fascínio Mortal
B,Portuguese (Brazil),Feitiço,"Destrua a criatura alvo. Se aquela criatura era um Humano, você ganha uma quantidade de pontos de vida igual a sua resistência.","O leve odor de cravos, o farfalhar do vento e a paralisante descida numa sepultura abafada e impenetrável.",Carícia da Morte
B,Portuguese (Brazil),Criatura — Vampiro,"Sacrifique uma criatura: Torturador Falkenrath ganha voar até o final do turno. Se a criatura sacrificada era um Humano, coloque um marcador +1/+1 sobre Torturador Falkenrath.","""Houve um tempo em que nossas jaulas soavam com gemidos. Agora, restam apenas alguns poucos desses tolos lamuriantes.""",Torturador Falkenrath
B,Portuguese (Brazil),Criatura — Zumbi,"Quando Lança-osso do Brejolonge entra no campo de batalha, a criatura alvo recebe -2/-2 até o final do turno.","""Aqui estão alguns ossos para você se divertir, irmãozinho!"" — Gisa, para Geralf",Lança-osso do Brejolonge
B,Portuguese (Brazil),Criatura — Zumbi,"Rastejador de Túmulo não pode bloquear.
Você pode conjurar Rastejador de Túmulo de seu cemitério enquanto controlar um Zumbi.","""Os invocadores de carniçais de Innistrad são muito habilidosos, mas me permita mostrar o que alguém com poder de verdade pode criar."" — Liliana Vess",Rastejador de Túmulo
B,Portuguese (Brazil),Mágica Instantânea,"Coloque qualquer número de cards de criatura alvo de seu cemitério no topo de seu grimório.
Compre um card.","""O Sono Abençoado? Pois sim! Acordem, bonitinhos, pois há muito trabalho a ser feito!"" — Gisa, invocadora de carniçais de Gavony",Expurgar Túmulo
B,Portuguese (Brazil),Feitiço,O jogador alvo compra três cards e perde 3 pontos de vida.,"""Tem sempre um idiota que tenta atravessar o Passo de Kruin antes do pôr-do-sol e acaba sempre correndo para salvar a própria vida."" — Velho Rutstein",Jornada Desgastante
B,Portuguese (Brazil),Criatura — Zumbi,Intimidar (Esta criatura só pode ser bloqueada por criaturas artefato e/ou criaturas que compartilhem uma cor com ela.),"""Todos os mortos aqui têm sono leve, independentemente da sofisticação de suas camas."" — Wulmer, escavador de túmulos",Carniçal Fidalgo
B,Portuguese (Brazil),Criatura — Demônio,Sacrifique um Humano: Transforme Demônio Voraz. Ative esta habilidade somente nos momentos em que poderia conjurar um feitiço.,Suas palavras distorcidas atraem os fracos.,Demônio Voraz // Arquidemônio da Ganância
B,Portuguese (Brazil),Criatura — Demônio,"Voar, atropelar
No início de sua manutenção, sacrifique um Humano. Se não puder, vire Arquidemônio da Ganância e ele causará 9 pontos de dano a você.","""O preço foi pago. O poder é meu!""",Demônio Voraz // Arquidemônio da Ganância
B,Portuguese (Brazil),Feitiço,"Coloque no campo de batalha uma ficha de criatura preta 2/2 do tipo Zumbi.
Recapitular {4}{U} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)","A carcaça do navio ficou presa nos recifes, e toda noite libera uma parte de sua carga sinistra.",Colheita de Cemitério Marinho
B,Portuguese (Brazil),Criatura — Zumbi Soldado,"Carniçal Cego não pode bloquear.
Imortal (Quando esta criatura morrer, se ela não tiver nenhum marcador +1/+1, devolva-a ao campo de batalha sob o controle de seu dono com um marcador +1/+1.)","Ele marcha cego pelos portões de Thraben, guiado pelo desejo insano de seu mestre.",Carniçal Cego
B,Portuguese (Brazil),Criatura — Humano Clérigo,"{3}{B}, {T}, Sacrifique um Humano: Destrua a criatura alvo.","Alguns iniciados no culto Skirsdag fazem voto de cegueira, jurando obediência a ninguém mais além dos demônios.",Esfolador Skirsdag
B,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
Toda vez que a criatura encantada sofre dano, ela causa uma quantidade equivalente de dano ao seu controlador.","""Vamos lembrar a esse rebanho humano por que eles têm medo das sombras deste mundo."" — Aldreg, cultista Skirsdag",Sombras Malévolas
B,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo recebe -1/-1 até o final do turno.
Mórbido — Se uma criatura tiver morrido neste turno, em vez disso, aquela criatura receberá -13/-13 até o final do turno.",Não pare em frente à porta da morte ou poderá ser convidado a entrar.,Escorregão Trágico
B,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo ganha imortal até o final do turno. (Quando a criatura morrer, se ela não tiver nenhum marcador +1/+1, devolva-a ao campo de batalha sob o controle de seu dono com um marcador +1/+1.)","""É verdade que as maldades que as pessoas fazem as perseguem na morte? Vamos descobrir."" — Liliana Vess",Mal Imortal
B,Portuguese (Brazil),Criatura — Vampiro,"Voar
Imortal (Quando esta criatura morrer, se ela não tiver nenhum marcador +1/+1, devolva-a ao campo de batalha sob o controle de seu dono com um marcador +1/+1.)",Ele utiliza completamente a força da ira sem a compaixão de uma alma.,Vampiro Vingativo
B,Portuguese (Brazil),Criatura — Humano Xamã,"Mórbido — Quando Dançarina da Vigília entrar no campo de batalha, se uma criatura tiver morrido neste turno, coloque no campo de batalha uma ficha de criatura preta 2/2 do tipo Zumbi.","A sua necromancia é muito antiga, impregnada de transes e rituais xamanísticos que apenas poucos skaberen ou invocadores de carniçais podem compreender.",Dançarina da Vigília
B,Portuguese (Brazil),Feitiço,"Devolva todos os cards de criatura do tipo Zumbi de seu cemitério ao campo de batalha virados, depois destrua todos os Humanos.","""Chegará um dia em que a escuridão será tanta que vocês implorarão pela morte. Neste dia, suas preces serão atendidas."" — Minaldra, a Vizag Athum",Apocalipse dos Zumbis
R,Portuguese (Brazil),Criatura — Humano Lobisomem,"No início de cada manutenção, se nenhuma mágica tiver sido conjurada no último turno, transforme Desertor Atormentado.",A primeira lua cheia eliminou qualquer dúvida com relação à horripilante verdade escondida.,Desertor Atormentado // Lobisomem Saqueador
R,Portuguese (Brazil),Feitiço,"A criatura alvo que um oponente controla causa dano igual ao seu poder a cada outra criatura que aquele jogador controla, depois, cada uma daquelas criaturas causa dano igual ao seu poder àquela criatura.",Ser um alfa significa provar isso a cada lua cheia.,Disputa de Alfa
R,Portuguese (Brazil),Feitiço,A criatura alvo luta com outra criatura alvo. (Cada uma causa dano igual ao seu poder à outra.),"A sucessão é uma questão de sangue, e geralmente é decidida com o próprio sangue.",Rixa de Sangue
R,Portuguese (Brazil),Mágica Instantânea,"Óleo Ardente causa 3 pontos de dano à criatura alvo atacante ou bloqueadora.
Recapitular {3}{W} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)","De vez em quando, uma diabrura pode se transformar numa boa ideia.",Óleo Ardente
R,Portuguese (Brazil),Encantamento — Aura Maldição,"Encantar jogador
Se uma fonte for causar dano ao jogador encantado, em vez disso, ela causará o dobro daquele dano àquele jogador.","Esta é a marca do demônio, um sinal infernal na carne dos culpados.",Maldição da Sangria
R,Portuguese (Brazil),Criatura — Vampiro,"Ímpeto
Toda vez que Estripador de Erdwal causar dano de combate a um jogador, coloque um marcador +1/+1 sobre ele.","Vampiros brutais espreitam nas travessas de Erdwal, onde as presas são abundantes e fáceis de pegar.",Estripador de Erdwal
R,Portuguese (Brazil),Feitiço,"Compre dois cards e depois descarte dois cards.
Recapitular {2}{R} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)","""Avacyn nos abandonou! Não nos resta nada além do que pudermos levar!""",Pilhagem Infiel
R,Portuguese (Brazil),Mágica Instantânea,"Fogos da Morte-Vida causa 2 pontos de dano à criatura ou ao jogador alvo.
Recapitular {5}{B} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)","""Eu bebo somente daqueles que são dignos do meu paladar. O restante eu queimo.""",Fogos da Morte-Vida
R,Portuguese (Brazil),Mágica Instantânea,"Como custo adicional para conjurar Arremessar, sacrifique uma criatura.
Arremessar causa à criatura ou ao jogador alvo uma quantidade de dano igual ao poder da criatura sacrificada.",Os mestres da espada sabem que a lâmina não é a única arma à sua disposição.,Arremessar
R,Portuguese (Brazil),Criatura — Diabo,"Quando Diabo da Fornalha entra no campo de batalha, ele causa 1 ponto de dano à criatura alvo e 1 ponto de dano a você.","Os diabos se infiltraram nos níveis mais inferiores da Catedral de Thraben, criando fendas nos pilares de sustentação e ateando fogo a arquivos preciosos.",Diabo da Fornalha
R,Portuguese (Brazil),Criatura — Diabo,{2}{R}: A criatura alvo ataca neste turno se estiver apta.,"A língua deles pode ser um aglomerado cacofônico de urros e grunhidos insanos, mas a mensagem é muito clara.",Demônios Importunos
R,Portuguese (Brazil),Criatura — Diabo,"Ímpeto
Toda vez que uma criatura que você controla ataca, Ginete do Inferno causa 1 ponto de dano ao jogador defensor.","""Por trás de toda diabrura há um plano demoníaco."" — Rem Karolus, Espadachim dos Inquisidores",Ginete do Inferno
R,Portuguese (Brazil),Criatura — Humano Lobisomem,"No início de cada manutenção, se nenhuma mágica tiver sido conjurada no último turno, transforme Eremita do Interior.",Ele tentou viver longe de todos que pudesse machucar...,Eremita do Interior // Flagelo do Interior
R,Portuguese (Brazil),Criatura — Lobisomem,"Flagelo do Interior deve ser bloqueado se estiver apto.
No início de cada manutenção, se um jogador tiver conjurado duas ou mais mágicas no último turno, transforme Flagelo do Interior.",... mas o seu monstro interior era um caçador incansável.,Eremita do Interior // Flagelo do Interior
R,Portuguese (Brazil),Criatura — Vampiro Guerreiro,"Golpe duplo
Toda vez que Espadachim-mestre de Markov causar dano de combate a um jogador, coloque um marcador +1/+1 sobre ele.","""A prática dos mortais com a espada não passa de algumas décadas. Como eles podem superar a maestria adquirida com a eternidade?""",Espadachim-mestre de Markov
R,Portuguese (Brazil),Criatura — Vampiro Guerreiro,"Ímpeto
Quando Comandante de Markov entra no campo de batalha, até duas criaturas alvo não podem bloquear neste turno.","""De que serve uma estaca ou um símbolo sagrado nas mãos de um covarde?""",Comandante de Markov
R,Portuguese (Brazil),Criatura — Humano Lobisomem Xamã,"No início de cada manutenção, se nenhuma mágica tiver sido conjurada no último turno, transforme Xamã Mondronen.","""Tovolar, meu mestre. Reúna a Alcateia Uivante, pois a Lua do Caçador está perto e as muralhas de Thraben se enfraquecem.""",Xamã Mondronen // Caçador de Magos de Tovolar
R,Portuguese (Brazil),Criatura — Dragão,"Voar
{R}: Cada criatura que você controla recebe +1/+0 até o final do turno.","""Seus corações batem, seus pulmões respiram, e eles possuem uma única forma. Eu os considero aliados dos vivos."" — Thalia, Cátara Cavaleira",Dragão do Véu Lunar
R,Portuguese (Brazil),Criatura — Vampiro Ladino,"Imortal (Quando esta criatura morrer, se ela não tiver nenhum marcador +1/+1, devolva-a ao campo de batalha sob o controle de seu dono com um marcador +1/+1.)","""Não fale sobre isso com os anciões. Eles não aprovam meus caprichos.""",Caçador de Mata Vizinha
R,Portuguese (Brazil),Feitiço,Destrua o terreno alvo. Inflamar os Campos causa 1 ponto de dano a cada criatura do tipo Humano.,"""Seus terrenos ficarão tão pretos quanto a língua de um carniçal e o fogo será sua única colheita."" — Minaldra, a Vizag Athum",Inflamar os Campos
R,Portuguese (Brazil),Feitiço,"Descarte todos os cards da sua mão e depois compre uma quantidade equivalente de cards.
Recapitular {5}{R} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)","""Você precisa quebrar as algemas do passado. Só assim poderá agir de verdade."" — Rem Karolus, Espadachim dos Inquisidores",Percepção Estilhaçada
R,Portuguese (Brazil),Criatura — Diabo,"{R}, Sacrifique Diabo da Tocha: Destrua o artefato alvo.",Os diabos redecoram todos os aposentos com fogo.,Diabo da Tocha
R,Portuguese (Brazil),Feitiço,A criatura alvo causa a si própria uma quantidade de dano igual ao seu poder.,"Os skathuls, espíritos obcecados pela vingança, aguardam desesperadamente a chegada de mentes fracas para atacá-las.",Naufragar na Loucura
G,Portuguese (Brazil),Criatura — Lobo,"Lampejo (Você poderá conjurar esta mágica a qualquer momento em que puder conjurar uma mágica instantânea.)Quando Alfa da Alcateia dos Espinhos entra no campo de batalha, a criatura alvo recebe +2/+2 até o final do turno.","""Os lobos se voltaram contra nós e senti um calafrio no corpo todo. A alcateia tinha um novo líder."" — Alena, armadilheira de Kessig",Alfa da Alcateia dos Espinhos
G,Portuguese (Brazil),Mágica Instantânea,Escolha um — Destrua a criatura alvo com voar; ou destrua o artefato alvo.,"""A maldição do seu véu não pode me deter, maga da morte. Eu já derrotei inúmeros caçadores da noite e este plano obscuro não é grande o suficiente para você se esconder."" — Garruk Falabravo, para Liliana Vess",Trepadeira Esmagadora
G,Portuguese (Brazil),Criatura — Alce,"{G}, Sacrifique Alce Viajante da Aurora: Procure um card de terreno básico no seu grimório, coloque-o no campo de batalha virado e depois embaralhe seu grimório.","Silencioso como a neve no inverno, ele procura lugares selvagens incontaminados pelos zumbis.",Alce Viajante da Aurora
G,Portuguese (Brazil),Criatura — Humano Ladino,"{1}{G}, Sacrifique um Humano: Coloque dois marcadores +1/+1 na criatura alvo.","Expulso pela sua aldeia, ele agora se sente muito ofendido quando um refugiado procura abrigo na sua floresta.",Pária Ensandecido
G,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
Toda vez que a criatura encantada bloqueia, você ganha 3 pontos de vida.","Sentindo-se abandonados por Avacyn, alguns kessigianos retomaram os rituais pagãos de seus antepassados.",Proteção do Bosque
G,Portuguese (Brazil),Criatura — Zumbi Ent,Árvore Carniçal custa {1} a menos para ser conjurada para cada card de criatura no seu cemitério.,Ele desarraigou cemitérios pantanosos inteiros para aumentar sua força sombria.,Árvore Carniçal
G,Portuguese (Brazil),Criatura — Vorme,"Atropelar
Mórbido — Vorme Lavrador de Túmulo entrará no campo de batalha com quatro marcadores +1/+1 sobre ele se uma criatura tiver morrido neste turno.","Conforme as criaturas da noite se aproximaram da humanidade, as forças primitivas de Innistrad se agitaram, como se acordassem para assistir ao massacre.",Vorme Lavrador de Túmulo
G,Portuguese (Brazil),Feitiço,Compre um card para cada card de criatura em seu cemitério.,"""Nada é desperdiçado na natureza, nem mesmo o cadáver putrescente de um vampiro inútil e sanguessuga."" — Halana de Ulvenwald",Florescência Sombria
G,Portuguese (Brazil),Mágica Instantânea,"Coloque um marcador +1/+1 sobre a criatura alvo.
Mórbido — Se uma criatura tiver morrido neste turno, em vez disso, coloque três marcadores +1/+1 sobre aquela criatura.","""Os lobisomens são a combinação profana do instinto de predador com o ódio humano."" — Alena, armadilheira de Kessig",Fome da Alcateia Uivante
G,Portuguese (Brazil),Criatura — Aranha,"Alcance (Esta criatura pode bloquear criaturas com voar.)
Toque mortífero (Qualquer quantidade de dano que esta criatura cause a uma criatura é suficiente para destruí-la.)","A seda dela é muito preciosa, mas a sua vida também é.",Solitário de Kessig
G,Portuguese (Brazil),Criatura — Humano Lobisomem,"No início de cada manutenção, se nenhuma mágica tiver sido conjurada no último turno, transforme Ancião de Lambholt.","""Cuidado com as almas aparentemente gentis. Os fracos daqui foram assassinados muito tempo atrás.""
— Rem Karolus, Espadachim dos Inquisidores",Ancião de Lambholt // Lobisomem da Pele Prateada
G,Portuguese (Brazil),Criatura — Humano Lobisomem,"{T}: Adicione {G} à sua reserva de mana.
No início de cada manutenção, se nenhuma mágica tiver sido conjurada no último turno, transforme Aldeão Menosprezado.","""O medo da minha aldeia me levou para o mundo selvagem...""",Aldeão Menosprezado // Lobisomem da Cicatriz Lunar
G,Portuguese (Brazil),Criatura — Lobisomem,"Vigilância
{T}: Adicione {G}{G} à sua reserva de mana.
No início de cada manutenção, se um jogador tiver conjurado duas ou mais mágicas no último turno, transforme Lobisomem da Cicatriz Lunar.","""... e eu trarei a fúria do mundo selvagem de volta à minha aldeia.""",Aldeão Menosprezado // Lobisomem da Cicatriz Lunar
G,Portuguese (Brazil),Criatura — Dríade,Travessia de floresta (Esta criatura não poderá ser bloqueada enquanto o jogador defensor controlar uma Floresta.),"Somberwald é o seu território, e ninguém ainda foi capaz de dar-lhe uma boa desculpa para invadi-lo.",Dríade de Somberwald
G,Portuguese (Brazil),Criatura — Espírito,"Ímpeto
Imortal (Quando esta criatura morrer, se ela não tiver nenhum marcador +1/+1, devolva-a ao campo de batalha sob o controle de seu dono com um marcador +1/+1.)",Os geists dos enforcados geralmente assombram a árvore na qual morreram.,Geist da Raiz Estrangulante
G,Portuguese (Brazil),Criatura — Urso,"Mórbido — Quando Urso de Ulvenwald entrar no campo de batalha, se uma criatura tiver morrido neste turno, coloque dois marcadores +1/+1 sobre a criatura alvo.","Fora caçando ursos — Expressão de Kessig que significa ""morreu no bosque""",Urso de Ulvenwald
G,Portuguese (Brazil),Criatura — Humano,"Vigilância
Hora fatal— Enquanto você tiver 5 ou menos pontos de vida, as outras criaturas que você controla receberão vigilância.","Com suas aldeias exterminadas pelos lobisomens, os refugiados descobriram que eles também tinham um excelente instinto de sobrevivência.",Sobreviventes da Aldeia
G,Portuguese (Brazil),Criatura — Inseto,"Vigilância, atropelar
Imortal (Quando esta criatura morrer, se ela não tiver nenhum marcador +1/+1, devolva-a ao campo de batalha sob o controle de seu dono com um marcador +1/+1.)","""Se você pensa que matou um, é melhor pensar de novo."" — Thalia, Cátara Cavaleira",Devorípede
G,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo recebe +3/+1 e ganha atropelar até o final do turno.
Recapitular {3}{R} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)","Otto, o Caçador, estava cheio de grandes ambições. A cobra estava cheia somente com Otto.",Fome Selvagem
G,Portuguese (Brazil),Criatura — Lobo,"Imortal (Quando esta criatura morrer, se ela não tiver nenhum marcador +1/+1, devolva-a ao campo de batalha sob o controle de seu dono com um marcador +1/+1.)",Os Ulvenwald não dão desconto aos jovens. O recém-nascido de hoje é o caçador ou o almoço de amanhã.,Lobo Jovem
B,Portuguese (Brazil),Criatura Lendária — Demônio,"Voar, intimidar, atropelar
Toda vez que um jogador perder o jogo, coloque treze marcadores +1/+1 sobre Withengar Livre.",Não há vidas o suficiente em Innistrad para satisfazer sua sede de retribuição.,"Elbrus, a Lâmina da União // Withengar Livre"
W,Portuguese (Brazil),Criatura Lendária — Grifo,"Voar
Toda vez que um Grifo que você controla causar dano de combate a um jogador, crie uma ficha de criatura Grifo branca 2/2 com voar.","""Por sua coragem, aos grifos foi concedido o domínio dos céus do deserto.""
— Afari, *Contos*","Zeriam, Vento Dourado"
R,Portuguese (Brazil),Encantamento,"Toda vez que você conjura uma mágica multicolorida, Canhões de Mana causa X pontos de dano a qualquer alvo, sendo X o número de cores daquela mágica.","""Eu odeio o cheiro de phyrexiano queimado, mas com certeza é melhor que a alternativa!""
— Jaya",Canhões de Mana
W,Portuguese (Brazil),Criatura — Humano Mercenário,"Vigilância
Mercenários Robaran tem todas as habilidades ativadas de todas as criaturas lendárias que você controla.","""Nós aprendemos com os melhores. E com os piores. Basicamente com quem estivesse disponível.""",Mercenários Robaran
W,Portuguese (Brazil),Criatura Lendária — Espírito Soldado,"Toda vez que outra criatura não ficha entrar no campo de batalha sob seu controle, revigore 1. (Escolha uma criatura com a menor resistência entre as que você controla e coloque um marcador +1/+1 nela.)","Martirizada por adorar seus ancestrais, ela agora caminha entre eles.","Anafenza, Espírito da Árvore de Família"
W,Portuguese (Brazil),Encantamento Lendário,As criaturas lendárias que você controla recebem +2/+2.,"""Se quiser morrer como herói, primeiro viva como um.""
— General Takeno",Dia do Destino
W,Portuguese (Brazil),Mágica Instantânea,Destrua a permanente alvo. Seu controlador cria uma ficha de criatura Elefante verde 3/3.,Os melhores presentes são dados apenas uma vez.,Presente Generoso
W,Portuguese (Brazil),Criatura — Humano Guerreiro,"Toda vez que você conjurar uma mágica multicolorida, crie uma ficha de criatura Humano branca 1/1.","Quando a ordem vigente fraqueja, o que sobra são as pessoas comuns e a luta pela sobrevivência.",Heroína do Primeiro Distrito
W,Portuguese (Brazil),Criatura Lendária — Felino Guerreiro,"Iniciativa
{3}{W}{W}: As criaturas atacantes que você controla recebem +X/+X até o final do turno, sendo X o número de criaturas atacantes.","""Como meu kha, ele é a fonte de minha inspiração. Como meu irmão, ele é a personificação de minhas aspirações.""
— Ajani Juba D'ouro",Jazal Juba D'ouro
W,Portuguese (Brazil),Criatura Lendária — Ave Clérigo,"Voar
Toda vez que você conjurar uma mágica histórica, devolva o card de criatura alvo com valor de mana igual ou inferior a 3 de seu cemitério para o campo de batalha. (Os artefatos, os cards lendários e as Sagas são cards históricos.)","""A Ancestral nos salvou com um propósito.""","Teshar, Apóstolo da Ancestral"
W,Portuguese (Brazil),Feitiço Lendário,"(Você só pode conjurar um feitiço lendário se controlar uma criatura lendária ou um planeswalker lendário.)
Exile todas as permanentes não de terreno que não sejam lendárias.","Séculos atrás, a vingança de um homem mergulhou o mundo em gelo e trevas.",Explosão Ruinosa de Urza
W,Portuguese (Brazil),Criatura Lendária — Dinossauro Ancião,"Voar, golpe duplo, vigilância, atropelar, indestrutível",O céu alça voo e a terra treme.,"Zetalpa, Aurora Primordial"
U,Portuguese (Brazil),Mágica Instantânea,Devolva para as mãos de seus donos a permanente alvo não de terreno e todas as outras permanentes com o mesmo nome daquela permanente.,Uma única mentira traz uma maré de desconfiança.,Verdade Reverberante
B,Portuguese (Brazil),Feitiço,Você compra três cards e perde 3 pontos de vida.,"""Conquistar o primeiro mundo é o mais difícil, afinal. Meu poder crescia conforme eu passava de um mundo a outro, tomando qualquer coisa que facilitasse a conquista seguinte.""
— Ob Nixilis",Custo da Ambição
B,Portuguese (Brazil),Criatura Lendária — Vampiro Aliado,"Voar, iniciativa
Toda vez que Drana, Libertadora de Malakir, causar dano de combate a um jogador, coloque um marcador +1/+1 em cada criatura atacante que você controla.","""Eu não viverei como escrava. Se vocês preferem ser livres, lutem ao meu lado.""","Drana, Libertadora de Malakir"
B,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura ou o planeswalker alvo.,"Odric resistiu à maldição dos vampiros com toda sua força. Mas, depois de uma vida enfrentando monstros, ele estava condenado a se tornar um deles.",Queda do Herói
B,Portuguese (Brazil),Criatura Lendária — Demônio,"Voar
Toda vez que uma permanente que pertence a outro jogador é colocada num cemitério vinda do campo de batalha, você compra um card e perde 1 ponto de vida.","""Eu serei seu mestre mais exigente, Liliana. Mas tenho grandes coisas em mente para você.""","Kothophed, Acumulador de Almas"
B,Portuguese (Brazil),Feitiço,Você compra dois cards e perde 2 pontos de vida.,"""Eu vi coisas que reduziriam uma pessoa mais fraca a lágrimas e delírios. Quer que eu fale sobre elas?""
— Vraska",Sussurro da Noite
B,Portuguese (Brazil),Feitiço,"Convergir — Você compra X cards e perde X pontos de vida, sendo X o número de cores de mana gasto para conjurar esta mágica.","Conforme os Eldrazi se alastraram, nenhum segredo que pudesse dar alguma vantagem aos defensores de Zendikar foi considerado perigoso demais para ser investigado.",Verdades Dolorosas
B,Portuguese (Brazil),Feitiço,"Use vidência 2 e depois compre dois cards. Você perde 2 pontos de vida. (Para usar vidência 2, olhe os dois cards do topo do seu grimório. Depois, coloque qualquer número deles no fundo do seu grimório e o restante no topo em qualquer ordem.)",Os mortos conhecem lições que os vivos não aprenderam.,Leia os Ossos
R,Portuguese (Brazil),Criatura Lendária — Humano Guerreiro,"Iniciativa
Toda vez que Alesha, a Que Sorri Para a Morte, ataca, você pode pagar {W/B}{W/B}. Se fizer isso, devolva o card de criatura alvo com poder igual ou inferior a 2 do seu cemitério para o campo de batalha virado e atacando.","""Saúdem a morte de espada em riste.""","Alesha, a Que Sorri Para a Morte"
R,Portuguese (Brazil),Criatura Lendária — Dinossauro Ancião,"Toda vez que Etali, Tormenta Primordial, atacar, exile o card do topo do grimório de cada jogador. Em seguida, você pode conjurar qualquer número de mágicas dentre aqueles cards sem pagar seus custos de mana.","À fúria da tormenta, a terra fende-se.","Etali, Tormenta Primordial"
R,Portuguese (Brazil),Criatura Lendária — Humano Pirata,"Iniciativa, ameaçar
Toda vez que Kari Zev, Incursora das Aeronaus, atacar, crie Ragavan, uma ficha de criatura Macaco vermelha 2/1 lendária. Ragavan entra no campo de batalha virado e atacando. Exile aquela ficha no final do combate.","A bordo de sua nau, *Sorriso do Dragão*, Kari segue apenas suas próprias regras.","Kari Zev, Incursora das Aeronaus"
R,Portuguese (Brazil),Criatura Lendária — Goblin,"Toda vez que Krenko, Chefão da Rua do Estanho, atacar, coloque um marcador +1/+1 nele e depois crie um número de fichas de criatura Goblin vermelha 1/1 igual ao poder de Krenko.","""Depois que todos fogem, mas antes do inimigo chegar, essa é a hora de passar o rodo.""","Krenko, Chefão da Rua do Estanho"
R,Portuguese (Brazil),Feitiço,"Convergir — Chamas Radiantes causa X pontos de dano a cada criatura, sendo X o número de cores de mana gasto para conjurar esta mágica.",Os fogos de Zendikar estão sempre famintos e não lhes faltam alimentos.,Chamas Radiantes
R,Portuguese (Brazil),Mágica Instantânea,"Como custo adicional para conjurar esta mágica, descarte um card.
Compre dois cards.","""Agora, nestes primeiros momentos de criação, isto é simultaneamente nada e tudo.""",Frisson das Possibilidades
G,Portuguese (Brazil),Mágica Instantânea,Destrua a permanente alvo. Seu controlador cria uma ficha de criatura Besta verde 3/3.,"""Os monstros habitam todos os corações. Nós só achamos que a civilização os doma.""
― Euphemia, vigia do Nexo",Fera Interior
