colors,language,type,text,flavor,title,raw_text
W,Portuguese (Brazil),Criatura — Humano Soldado,"Lampejo
Quando Reforços Resolutos entrar no campo de batalha, crie uma ficha de criatura Soldado branca 1/1.",Raramente o moral de um exército resiste à súbita aparição de um esquadrão de escaramuçadores de Sursi.,Reforços Resolutos,"Reforços Resolutos - Lampejo Quando Reforços Resolutos entrar no campo de batalha, crie uma ficha de criatura Soldado branca 1/1. Raramente o moral de um exército resiste à súbita aparição de um esquadrão de escaramuçadores de Sursi."
W,Portuguese (Brazil),Feitiço,"Reforçar {U} (Você pode pagar um custo adicional de {U} ao conjurar esta mágica.)
Destrua a criatura virada alvo. Se esta mágica foi reforçada, use vidência 2.","""Alvo na mira.""",Tiro Rúnico,"Tiro Rúnico - Reforçar {M} (Você pode pagar um custo adicional de {M} ao conjurar esta mágica.) Destrua a criatura virada alvo. Se esta mágica foi reforçada, use vidência 2. ""Alvo na mira."""
W,Portuguese (Brazil),Criatura — Humano Clérigo,"Toda vez que Herborista Samita se torna virada, você ganha 1 ponto de vida e usa vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.)","""A plenitude espiritual não se ganha, ela só pode ser alcançada através da bênção divina da cura do próximo.""",Herborista Samita,"Herborista Samita - Toda vez que Herborista Samita se torna virada, você ganha 1 ponto de vida e usa vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.) ""A plenitude espiritual não se ganha, ela só pode ser alcançada através da bênção divina da cura do próximo."""
W,Portuguese (Brazil),Criatura — Anjo,"Reforçar {1}{G} (Você pode pagar um custo adicional de {1}{G} ao conjurar esta mágica.)
Voar
Se Acólita de Shalai foi reforçada, ela entra no campo de batalha com dois marcadores +1/+1.","Armada por Multani, ela protegia a floresta do alto.",Acólita de Shalai,"Acólita de Shalai - Reforçar {1}{M} (Você pode pagar um custo adicional de {1}{M} ao conjurar esta mágica.) Voar Se Acólita de Shalai foi reforçada, ela entra no campo de batalha com dois marcadores +1/+1. Armada por Multani, ela protegia a floresta do alto."
W,Portuguese (Brazil),Mágica Instantânea,"Coloque um marcador +1/+1 na criatura alvo. Ela ganha vínculo com a vida e indestrutível até o final do turno. (O dano e os efeitos que dizem ""destrua"" não a destroem.)","""Vocês são todos parte do meu bando. Enquanto eu viver, eu protegerei vocês.""",Empunhar o Escudo,"Empunhar o Escudo - Coloque um marcador +1/+1 na criatura alvo. Ela ganha vínculo com a vida e indestrutível até o final do turno. (O dano e os efeitos que dizem ""destrua"" não a destroem.) ""Vocês são todos parte do meu bando. Enquanto eu viver, eu protegerei vocês."""
W,Portuguese (Brazil),Encantamento,"Quando Confinamento Temporário entrar no campo de batalha, exile cada permanente não de terreno com valor de mana igual ou inferior a 2 até que Confinamento Temporário deixe o campo de batalha.","""Qualquer um de nós pode estar comprometido"", disse Karn. ""Ninguém sai até sabermos em quem podemos confiar.""",Confinamento Temporário,"Confinamento Temporário - Quando Confinamento Temporário entrar no campo de batalha, exile cada permanente não de terreno com valor de mana igual ou inferior a 2 até que Confinamento Temporário deixe o campo de batalha. ""Qualquer um de nós pode estar comprometido"", disse Karn. ""Ninguém sai até sabermos em quem podemos confiar."""
W,Portuguese (Brazil),Criatura — Kor Soldado,"Os outros Soldados que você controla recebem +1/+1.
{3}{W}{W}, exile Veterano Valente de seu cemitério: Coloque um marcador +1/+1 em cada Soldado que você controla.","""Que venham. Vamos mostrar a eles que o aço argiviano é mais forte que qualquer metal phyrexiano.""",Veterano Valente,"Veterano Valente - Os outros Soldados que você controla recebem +1/+1. {3}{M}{M}, exile Veterano Valente de seu cemitério: Coloque um marcador +1/+1 em cada Soldado que você controla. ""Que venham. Vamos mostrar a eles que o aço argiviano é mais forte que qualquer metal phyrexiano."""
U,Portuguese (Brazil),Criatura — Humano Mago,"No início da etapa de compra de cada jogador, aquele jogador pode comprar um card adicional. Se ele faz isso, as mágicas que ele conjura neste turno custam {2} a mais para serem conjuradas.","Quando era uma jovem estudante, ela tirava poeira das estantes da grande biblioteca de Tolária. Agora, ela escreve os livros que nelas figuram.",Mestra do Saber da Academia,"Mestra do Saber da Academia - No início da etapa de compra de cada jogador, aquele jogador pode comprar um card adicional. Se ele faz isso, as mágicas que ele conjura neste turno custam {2} a mais para serem conjuradas. Quando era uma jovem estudante, ela tirava poeira das estantes da grande biblioteca de Tolária. Agora, ela escreve os livros que nelas figuram."
U,Portuguese (Brazil),Criatura — Barreira,"Defensor
Toda vez que você conjura uma mágica instantânea ou um feitiço, você pode comprar um card. Se fizer isso, descarte um card. Esta habilidade é desencadeada apenas uma vez a cada turno.","Quando a Sociedade de Mishra assumiu o controle, a Academia Tolariana em Lat-Nam passou a ser um reduto para pesquisas sombrias.",Muralha da Academia,"Muralha da Academia - Defensor Toda vez que você conjura uma mágica instantânea ou um feitiço, você pode comprar um card. Se fizer isso, descarte um card. Esta habilidade é desencadeada apenas uma vez a cada turno. Quando a Sociedade de Mishra assumiu o controle, a Academia Tolariana em Lat-Nam passou a ser um reduto para pesquisas sombrias."
U,Portuguese (Brazil),Criatura — Barreira,"Defensor
{1}{U}, {T}: O jogador alvo tritura X cards, sendo X o número de criaturas que você controla com defensor. (Para triturar um card, um jogador coloca o card do topo do próprio grimório no próprio cemitério.)",O leito do mar está cheio de destroços dos pretensos conquistadores de Vodália.,Colônia de Corais,"Colônia de Corais - Defensor {1}{M}, {T}: O jogador alvo tritura X cards, sendo X o número de criaturas que você controla com defensor. (Para triturar um card, um jogador coloca o card do topo do próprio grimório no próprio cemitério.) O leito do mar está cheio de destroços dos pretensos conquistadores de Vodália."
U,Portuguese (Brazil),Mágica Instantânea,"Esta mágica custa {U} a menos para ser conjurada se um oponente conjurou duas ou mais mágicas neste turno.
Anule a mágica alvo.","""Você não é tão especial, Karn. Tudo que foi montado pode ser desmontado.""",Escárnio de Ertai,"Escárnio de Ertai - Esta mágica custa {M} a menos para ser conjurada se um oponente conjurou duas ou mais mágicas neste turno. Anule a mágica alvo. ""Você não é tão especial, Karn. Tudo que foi montado pode ser desmontado."""
U,Portuguese (Brazil),Mágica Instantânea,Anule a mágica de criatura alvo.,"""Os phyrexianos poluem tudo em que tocam, então a solução é simples: não os deixar tocar em nada.""
— Teferi",Espalhar Essência,"Espalhar Essência - Anule a mágica de criatura alvo. ""Os phyrexianos poluem tudo em que tocam, então a solução é simples: não os deixar tocar em nada."" — Teferi"
U,Portuguese (Brazil),Criatura — Gênio,"Voar
O poder de Gênio Arrogante é igual ao número de cards de mágica instantânea e de feitiço em seu cemitério.
As mágicas instantâneas e os feitiços que você conjura custam {1} a menos para serem conjurados.","""Eu adoro esse seu traje. É tão... rústico!""",Gênio Arrogante,"Gênio Arrogante - Voar O poder de Gênio Arrogante é igual ao número de cards de mágica instantânea e de feitiço em seu cemitério. As mágicas instantâneas e os feitiços que você conjura custam {1} a menos para serem conjurados. ""Eu adoro esse seu traje. É tão... rústico!"""
U,Portuguese (Brazil),Criatura — Ilusão,"Vigilância
Alucinação Assombrosa não pode ser bloqueada contanto que você tenha conjurado uma mágica instantânea ou um feitiço neste turno.",Alguns pesadelos acompanham você a vida toda.,Alucinação Assombrosa,Alucinação Assombrosa - Vigilância Alucinação Assombrosa não pode ser bloqueada contanto que você tenha conjurado uma mágica instantânea ou um feitiço neste turno. Alguns pesadelos acompanham você a vida toda.
U,Portuguese (Brazil),Mágica Instantânea,Olhe os quatro cards do topo de seu grimório. Coloque um deles na sua mão e os restantes no fundo do seu grimório em qualquer ordem.,"""Eu sempre tomei decisões rápidas. Simplesmente melhorei minha capacidade de tomar as decisões certas, agora que estou mais velho e mais sábio.""
— Teferi",Impulso,"Impulso - Olhe os quatro cards do topo de seu grimório. Coloque um deles na sua mão e os restantes no fundo do seu grimório em qualquer ordem. ""Eu sempre tomei decisões rápidas. Simplesmente melhorei minha capacidade de tomar as decisões certas, agora que estou mais velho e mais sábio."" — Teferi"
U,Portuguese (Brazil),Mágica Instantânea,"Reforçar {G} (Você pode pagar um custo adicional de {G} ao conjurar esta mágica.)
Use vidência 2 e depois compre um card. Se esta mágica foi reforçada, você pode colocar no campo de batalha um card de terreno da sua mão.","Os tolarianos tinham os mapas, mas só os yavimayanos sabiam lê-los.",Exploração Conjunta,"Exploração Conjunta - Reforçar {M} (Você pode pagar um custo adicional de {M} ao conjurar esta mágica.) Use vidência 2 e depois compre um card. Se esta mágica foi reforçada, você pode colocar no campo de batalha um card de terreno da sua mão. Os tolarianos tinham os mapas, mas só os yavimayanos sabiam lê-los."
U,Portuguese (Brazil),Criatura — Humano Mago,"Quando Micromante entra no campo de batalha, você pode procurar em seu grimório um card de mágica instantânea ou de feitiço com valor de mana 1, revelá-lo, colocá-lo em sua mão e depois embaralhar.","""Ideias não precisam ser grandes para serem ótimas.""",Micromante,"Micromante - Quando Micromante entra no campo de batalha, você pode procurar em seu grimório um card de mágica instantânea ou de feitiço com valor de mana 1, revelá-lo, colocá-lo em sua mão e depois embaralhar. ""Ideias não precisam ser grandes para serem ótimas."""
U,Portuguese (Brazil),Mágica Instantânea,Anule a mágica alvo não de criatura.,"""É frustrante, né, tanta fraqueza e ineficácia? Não se preocupe. Você logo se *completará*.""
— Rona",Negar,"Negar - Anule a mágica alvo não de criatura. ""É frustrante, né, tanta fraqueza e ineficácia? Não se preocupe. Você logo se *completará*."" — Rona"
U,Portuguese (Brazil),Feitiço,"Reforçar {1}{B} (Você pode pagar um custo adicional de {1}{B} ao conjurar esta mágica.)
Compre dois cards. Se esta mágica foi reforçada, cada oponente descarta um card.","""Mesmo que eles estejam caçando agentes adormecidos, quem vai prestar atenção num passarinho?""
— Rona",Espionagem Phyrexiana,"Espionagem Phyrexiana - Reforçar {1}{M} (Você pode pagar um custo adicional de {1}{M} ao conjurar esta mágica.) Compre dois cards. Se esta mágica foi reforçada, cada oponente descarta um card. ""Mesmo que eles estejam caçando agentes adormecidos, quem vai prestar atenção num passarinho?"" — Rona"
U,Portuguese (Brazil),Mágica Instantânea,A criatura alvo que você controla recebe +1/+1 e ganha resistência a magia até o final do turno. Desvire-a. (Ela não pode ser alvo de mágicas nem de habilidades que seus oponentes controlam.),"As carapaças dos homáridas se adaptaram à pressão esmagadora das profundezas. Na terra firme, sua robustez parece sobrenatural.",Robustecer,"Robustecer - A criatura alvo que você controla recebe +1/+1 e ganha resistência a magia até o final do turno. Desvire-a. (Ela não pode ser alvo de mágicas nem de habilidades que seus oponentes controlam.) As carapaças dos homáridas se adaptaram à pressão esmagadora das profundezas. Na terra firme, sua robustez parece sobrenatural."
U,Portuguese (Brazil),Feitiço,"Você pode conjurar Escrutínio Argênteo como se ele tivesse lampejo se X for igual ou inferior a 3.
Compre X cards.","A criação de Karn permitia que ele monitorasse os eventos em toda Dominária, e tudo que ele via o preocupava.",Escrutínio Argênteo,"Escrutínio Argênteo - Você pode conjurar Escrutínio Argênteo como se ele tivesse lampejo se X for igual ou inferior a 3. Compre X cards. A criação de Karn permitia que ele monitorasse os eventos em toda Dominária, e tudo que ele via o preocupava."
U,Portuguese (Brazil),Criatura — Dragonete,Voar,A vista já espetacular das torres da Faculdade de Lat-Nam às vezes fica ainda melhor com os vislumbres dos dragonetes mergulhando no oceano para devorar pequenos tubarões.,Dragonete Planador,Dragonete Planador - Voar A vista já espetacular das torres da Faculdade de Lat-Nam às vezes fica ainda melhor com os vislumbres dos dragonetes mergulhando no oceano para devorar pequenos tubarões.
U,Portuguese (Brazil),Criatura — Humano Pirata,"Voar
Quando Vigia de Talas morrer, olhe os dois cards do topo de seu grimório. Coloque um deles na sua mão e o outro em seu cemitério.","""A motivação dos piratas de Talas é o dinheiro, então pagamos o dobro do que eles ganhariam nos roubando para que espionassem para nós.""
— Jhoira",Vigia de Talas,"Vigia de Talas - Voar Quando Vigia de Talas morrer, olhe os dois cards do topo de seu grimório. Coloque um deles na sua mão e o outro em seu cemitério. ""A motivação dos piratas de Talas é o dinheiro, então pagamos o dobro do que eles ganhariam nos roubando para que espionassem para nós."" — Jhoira"
U,Portuguese (Brazil),Criatura — Tartaruga,{2}{U}: Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.),"Cobiçada pelos magos como espelho d'água de vidência móvel, ela traz visões das profundezas do mar.",Tartaruga Poça-de-maré,"Tartaruga Poça-de-maré - {2}{M}: Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.) Cobiçada pelos magos como espelho d'água de vidência móvel, ela traz visões das profundezas do mar."
U,Portuguese (Brazil),Mágica Instantânea,"Reforçar {1}{R} (Você pode pagar um custo adicional de {1}{R} ao conjurar esta mágica.)
A criatura alvo recebe -1/-0 até o final do turno. Se esta mágica foi reforçada, aquela criatura bloqueia neste turno se estiver apta.
Compre um card.",Os estudantes fugiram com suas pesquisas quando Tolária caiu para os phyrexianos.,Interferência Oportuna,"Interferência Oportuna - Reforçar {1}{M} (Você pode pagar um custo adicional de {1}{M} ao conjurar esta mágica.) A criatura alvo recebe -1/-0 até o final do turno. Se esta mágica foi reforçada, aquela criatura bloqueia neste turno se estiver apta. Compre um card. Os estudantes fugiram com suas pesquisas quando Tolária caiu para os phyrexianos."
U,Portuguese (Brazil),Feitiço,"Reforçar {W} (Você pode pagar um custo adicional de {W} ao conjurar esta mágica.)
Devolva a criatura alvo para a mão de seu dono. Compre um card. Se esta mágica foi reforçada, você ganha 3 pontos de vida.","""Se eles não se afogarem, talvez enferrujem.""",Gêiser Tolariano,"Gêiser Tolariano - Reforçar {M} (Você pode pagar um custo adicional de {M} ao conjurar esta mágica.) Devolva a criatura alvo para a mão de seu dono. Compre um card. Se esta mágica foi reforçada, você ganha 3 pontos de vida. ""Se eles não se afogarem, talvez enferrujem."""
U,Portuguese (Brazil),Criatura — Serpente,"Esta mágica custa {1} a menos para ser conjurada para cada card de mágica instantânea ou de feitiço em seu cemitério.
Salvaguarda {2} (Toda vez que esta criatura se tornar alvo de uma mágica ou habilidade que um oponente controla, anule-a, a menos que aquele jogador pague {2}.)","Depois daquilo, diversos tratados sobre a morfologia das serpentes marinhas foram rapidamente revisados.",Terror Tolariano,"Terror Tolariano - Esta mágica custa {1} a menos para ser conjurada para cada card de mágica instantânea ou de feitiço em seu cemitério. Salvaguarda {2} (Toda vez que esta criatura se tornar alvo de uma mágica ou habilidade que um oponente controla, anule-a, a menos que aquele jogador pague {2}.) Depois daquilo, diversos tratados sobre a morfologia das serpentes marinhas foram rapidamente revisados."
U,Portuguese (Brazil),Encantamento,"Toda vez que você conjurar uma mágica que tenha apenas um artefato ou uma criatura que você controla como alvo, crie uma ficha que seja uma cópia daquele artefato ou criatura, exceto por não ser lendária.","""Não há um único pensamento original em Vesuva há séculos.""
— Emmest, cronista tolariano",Duplimancia Vesuvana,"Duplimancia Vesuvana - Toda vez que você conjurar uma mágica que tenha apenas um artefato ou uma criatura que você controla como alvo, crie uma ficha que seja uma cópia daquele artefato ou criatura, exceto por não ser lendária. ""Não há um único pensamento original em Vesuva há séculos."" — Emmest, cronista tolariano"
U,Portuguese (Brazil),Creature — Merfolk Wizard,"Flash
Other Merfolk you control get +1/+1.
Sacrifice a Merfolk: Counter target noncreature spell unless its controller pays {1}.","""You're just one more pollutant to be removed from the sea.""",Vodalian Hexcatcher,"Vodalian Hexcatcher - Flash Other Merfolk you control get +1/+1. Sacrifice a Merfolk: Counter target noncreature spell unless its controller pays {1}. ""You're just one more pollutant to be removed from the sea."""
U,Portuguese (Brazil),Creature — Merfolk Wizard,{T}: Add {U}. Spend this mana only to cast an instant or sorcery spell or a kicked spell.,Ships suspected of carrying Sheoldred's agents have a tendency to drift far off course as they sail through the Voda Sea.,Volshe Tideturner,Volshe Tideturner - {T}: Add {M}. Spend this mana only to cast an instant or sorcery spell or a kicked spell. Ships suspected of carrying Sheoldred's agents have a tendency to drift far off course as they sail through the Voda Sea.
B,Portuguese (Brazil),Feitiço,"Reforçar {R} (Você pode pagar um custo adicional de {R} ao conjurar esta mágica.)
O jogador alvo descarta dois cards. Se esta mágica foi reforçada, ela causa 3 pontos de dano àquele jogador.","As ordens de Squee se resumiam basicamente a ""atacar as partes macias"".",Sabotagem Agressiva,"Sabotagem Agressiva - Reforçar {M} (Você pode pagar um custo adicional de {M} ao conjurar esta mágica.) O jogador alvo descarta dois cards. Se esta mágica foi reforçada, ela causa 3 pontos de dano àquele jogador. As ordens de Squee se resumiam basicamente a ""atacar as partes macias""."
B,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo ganha toque mortífero e indestrutível até o final do turno. (O dano e os efeitos que dizem ""destrua"" não a destroem.)","""Desde quando é trapaça dar uma vantagem injusta a um dos lados?""
— Braids",Bênção da Fúria de Batalha,"Bênção da Fúria de Batalha - A criatura alvo ganha toque mortífero e indestrutível até o final do turno. (O dano e os efeitos que dizem ""destrua"" não a destroem.) ""Desde quando é trapaça dar uma vantagem injusta a um dos lados?"" — Braids"
B,Portuguese (Brazil),Criatura — Phyrexiano Inseto,"Voar
{B}: Enxame de Moscas de Guerra ganha toque mortífero até o final do turno.",Não era a primeira vez que Squee encontrava as amargas moscas de guerra phyrexianas. Ele sabia que não valia a pena comê-las... ou pelo menos era melhor parar na quinta.,Enxame de Moscas de Guerra,Enxame de Moscas de Guerra - Voar {M}: Enxame de Moscas de Guerra ganha toque mortífero até o final do turno. Não era a primeira vez que Squee encontrava as amargas moscas de guerra phyrexianas. Ele sabia que não valia a pena comê-las... ou pelo menos era melhor parar na quinta.
B,Portuguese (Brazil),Criatura — Phyrexiano,"Defensor
{2}{B}, {T}: Cada oponente perde X pontos de vida, sendo X o número de criaturas com defensor que você controla.","""Mantenha distância. Isso pode estar quebrado, mas está longe de ser inofensivo.""
— Stenn",Pilha de Praga,"Pilha de Praga - Defensor {2}{M}, {T}: Cada oponente perde X pontos de vida, sendo X o número de criaturas com defensor que você controla. ""Mantenha distância. Isso pode estar quebrado, mas está longe de ser inofensivo."" — Stenn"
B,Portuguese (Brazil),Feitiço,"Como custo adicional para conjurar esta mágica, sacrifique uma criatura.
Destrua a criatura alvo.","""Apesar do aço ser mais duradouro, nada canaliza melhor o rancor dos que morreram injustamente do que seus ossos.""
— Braids",Estacas Ósseas,"Estacas Ósseas - Como custo adicional para conjurar esta mágica, sacrifique uma criatura. Destrua a criatura alvo. ""Apesar do aço ser mais duradouro, nada canaliza melhor o rancor dos que morreram injustamente do que seus ossos."" — Braids"
B,Portuguese (Brazil),Feitiço,"Reforçar {G} (Você pode pagar um custo adicional de {G} ao conjurar esta mágica.)
Se esta mágica foi reforçada, coloque um marcador +1/+1 em uma criatura que você controla.
Todas as criaturas recebem -2/-2 até o final do turno.",Os phyrexianos ficaram tão surpresos quanto qualquer um ao descobrir que ainda precisavam respirar.,Miasma Estrangulador,"Miasma Estrangulador - Reforçar {M} (Você pode pagar um custo adicional de {M} ao conjurar esta mágica.) Se esta mágica foi reforçada, coloque um marcador +1/+1 em uma criatura que você controla. Todas as criaturas recebem -2/-2 até o final do turno. Os phyrexianos ficaram tão surpresos quanto qualquer um ao descobrir que ainda precisavam respirar."
B,Portuguese (Brazil),Criatura — Esqueleto Guerreiro,"Recruta do Culto entra no campo de batalha virada.
{1}{B}: Devolva Recruta do Culto de seu cemitério para o campo de batalha. Ative somente se uma criatura não Esqueleto morreu sob seu controle neste turno.",Seu descanso eterno acabou sendo só um cochilinho.,Recruta do Culto,Recruta do Culto - Recruta do Culto entra no campo de batalha virada. {1}{M}: Devolva Recruta do Culto de seu cemitério para o campo de batalha. Ative somente se uma criatura não Esqueleto morreu sob seu controle neste turno. Seu descanso eterno acabou sendo só um cochilinho.
B,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo com total de poder e resistência igual ou inferior a 5.,"""Não pode haver piedade, nem meios termos. Com os phyrexianos, é matar rápido ou morrer.""
— Jodah",Elidir,"Elidir - Destrua a criatura alvo com total de poder e resistência igual ou inferior a 5. ""Não pode haver piedade, nem meios termos. Com os phyrexianos, é matar rápido ou morrer."" — Jodah"
B,Portuguese (Brazil),Feitiço,"Dominar — Cada criatura recebe -X/-X até o final do turno, sendo X 1 mais o número de tipos de terreno básico entre os terrenos que você controla.",Os caçadores de clareiras de Windgrace hibernam nos pântanos de Urborg até o cheiro da tecnologia phyrexiana despertar seu apetite.,Arrastar para o Fundo,"Arrastar para o Fundo - Dominar — Cada criatura recebe -X/-X até o final do turno, sendo X 1 mais o número de tipos de terreno básico entre os terrenos que você controla. Os caçadores de clareiras de Windgrace hibernam nos pântanos de Urborg até o cheiro da tecnologia phyrexiana despertar seu apetite."
B,Portuguese (Brazil),Mágica Instantânea,"Destrua a criatura ou o planeswalker alvo. Se o valor de mana dessa permanente for igual ou inferior a 3, você ganhará 3 pontos de vida.","Jaya não queria morrer, mas por Dominária valia a pena.",Extinguir a Luz,"Extinguir a Luz - Destrua a criatura ou o planeswalker alvo. Se o valor de mana dessa permanente for igual ou inferior a 3, você ganhará 3 pontos de vida. Jaya não queria morrer, mas por Dominária valia a pena."
B,Portuguese (Brazil),Criatura — Pesadelo Barreira,"Defensor
{2}{B}, sacrifique uma criatura: Você ganha 1 ponto de vida e compra um card.","""Quem precisa de muralhas de pedra quando você pode se esconder atrás de uma barreira impenetrável de pesadelos a gritar?""
— Braids",Barricada de Murmúrios,"Barricada de Murmúrios - Defensor {2}{M}, sacrifique uma criatura: Você ganha 1 ponto de vida e compra um card. ""Quem precisa de muralhas de pedra quando você pode se esconder atrás de uma barreira impenetrável de pesadelos a gritar?"" — Braids"
B,Portuguese (Brazil),Criatura — Phyrexiano Horror,"Quando Raivoso Phyrexiano entra no campo de batalha, você compra um card e perde 1 ponto de vida.","""Resistam, se for preciso. Não faz diferença. Assim como Mirrodin, seu mundo se curvará perante Phyrexia.""
— Sheoldred",Raivoso Phyrexiano,"Raivoso Phyrexiano - Quando Raivoso Phyrexiano entra no campo de batalha, você compra um card e perde 1 ponto de vida. ""Resistam, se for preciso. Não faz diferença. Assim como Mirrodin, seu mundo se curvará perante Phyrexia."" — Sheoldred"
B,Portuguese (Brazil),Criatura — Phyrexiano Humano,"Toda vez que uma criatura que você controla morrer, use vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.)","Antes de ser o Pai das Máquinas, Yawgmoth foi um médico thran torpe, e o legado de suas atrocidades médicas ainda vive em Nova Phyrexia.",Vivissector Phyrexiano,"Vivissector Phyrexiano - Toda vez que uma criatura que você controla morrer, use vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.) Antes de ser o Pai das Máquinas, Yawgmoth foi um médico thran torpe, e o legado de suas atrocidades médicas ainda vive em Nova Phyrexia."
B,Portuguese (Brazil),Feitiço,O oponente alvo revela a própria mão. Você escolhe um card não de terreno da mão dele. Aquele jogador descarta aquele card.,"Para o comerciante, eram só umas mercadorias desaparecidas. Para Ossinhos, era o maior roubo de todos os tempos.",Surrupiar,"Surrupiar - O oponente alvo revela a própria mão. Você escolhe um card não de terreno da mão dele. Aquele jogador descarta aquele card. Para o comerciante, eram só umas mercadorias desaparecidas. Para Ossinhos, era o maior roubo de todos os tempos."
B,Portuguese (Brazil),Criatura — Vampiro,"Voar
Toda vez que uma ou mais outras criaturas morrerem, coloque um marcador +1/+1 em Connoisseur Sengir. Esta habilidade é desencadeada apenas uma vez a cada turno.","""Não podemos permitir que os phyrexianos vençam. O gosto deles é horrível.""",Connoisseur Sengir,"Connoisseur Sengir - Voar Toda vez que uma ou mais outras criaturas morrerem, coloque um marcador +1/+1 em Connoisseur Sengir. Esta habilidade é desencadeada apenas uma vez a cada turno. ""Não podemos permitir que os phyrexianos vençam. O gosto deles é horrível."""
B,Portuguese (Brazil),Mágica Instantânea,"Dominar — Olhe os X cards do topo de seu grimório, sendo X o número de tipos de terreno básico entre os terrenos que você controla. Coloque até dois deles em sua mão e o restante em seu cemitério. Você perde 2 pontos de vida.","""Lorde Windgrace, conceda-me sabedoria.""",Profecia das Sombras,"Profecia das Sombras - Dominar — Olhe os X cards do topo de seu grimório, sendo X o número de tipos de terreno básico entre os terrenos que você controla. Coloque até dois deles em sua mão e o restante em seu cemitério. Você perde 2 pontos de vida. ""Lorde Windgrace, conceda-me sabedoria."""
B,Portuguese (Brazil),Criatura — Humano Clérigo,"Os outros Clérigos que você controla recebem +1/+1.
{3}{B}{B}, {T}, sacrifique outro Clérigo: Procure um card de criatura preta em seu grimório, coloque-o no campo de batalha e depois embaralhe.",Facadas nas costas são comuns em cultos demoníacos. Na frente e dos lados também.,Sacerdote do Rito das Sombras,"Sacerdote do Rito das Sombras - Os outros Clérigos que você controla recebem +1/+1. {3}{M}{M}, {T}, sacrifique outro Clérigo: Procure um card de criatura preta em seu grimório, coloque-o no campo de batalha e depois embaralhe. Facadas nas costas são comuns em cultos demoníacos. Na frente e dos lados também."
B,Portuguese (Brazil),Criatura Lendária — Phyrexiano Pretor,"Toque mortífero
Toda vez que você compra um card, você ganha 2 pontos de vida.
Toda vez que um oponente compra um card, ele perde 2 pontos de vida.","""Gix falhou. Eu não falharei.""","Sheoldred, o Apocalipse","Sheoldred, o Apocalipse - Toque mortífero Toda vez que você compra um card, você ganha 2 pontos de vida. Toda vez que um oponente compra um card, ele perde 2 pontos de vida. ""Gix falhou. Eu não falharei."""
B,Portuguese (Brazil),Criatura — Phyrexiano Goblin,"Quando Goblin de Espatifamento morre, a criatura alvo que um oponente controla recebe -1/-1 até o final do turno.","""Para alguns, a perfeição é aquele momento único quando a forma e o propósito se encontram.""
— Rona",Goblin de Espatifamento,"Goblin de Espatifamento - Quando Goblin de Espatifamento morre, a criatura alvo que um oponente controla recebe -1/-1 até o final do turno. ""Para alguns, a perfeição é aquele momento único quando a forma e o propósito se encontram."" — Rona"
B,Portuguese (Brazil),Criatura — Sombra,"Voar
{1}{B}: Aparição Esfarrapada recebe +1/+1 até o final do turno.","""Ah, sim, eu lembro desse aí. Eu virei ele do avesso e joguei a alma dele num pesadelo infinito uns séculos atrás.""
— Braids",Aparição Esfarrapada,"Aparição Esfarrapada - Voar {1}{M}: Aparição Esfarrapada recebe +1/+1 até o final do turno. ""Ah, sim, eu lembro desse aí. Eu virei ele do avesso e joguei a alma dele num pesadelo infinito uns séculos atrás."" — Braids"
B,Portuguese (Brazil),Criatura — Phyrexiano Zumbi,"Quando Abominação Tóxica entra no campo de batalha, você perde 2 pontos de vida.","Nas profundezas esquecidas de Urborg, antigas monstruosidades phyrexianas vagam incessantemente, enquanto um ícore putrescente goteja de seus esqueletos enferrujados.",Abominação Tóxica,"Abominação Tóxica - Quando Abominação Tóxica entra no campo de batalha, você perde 2 pontos de vida. Nas profundezas esquecidas de Urborg, antigas monstruosidades phyrexianas vagam incessantemente, enquanto um ícore putrescente goteja de seus esqueletos enferrujados."
B,Portuguese (Brazil),Criatura — Zumbi Gigante,"Esta mágica custa {1} a menos para ser conjurada para cada card de criatura em seu cemitério.
Toque mortífero","""Nós mandamos três de nossas melhores legiões! Como assim *ninguém* voltou?""
— Tori D'Avenant",Necromassa Contorcida,"Necromassa Contorcida - Esta mágica custa {1} a menos para ser conjurada para cada card de criatura em seu cemitério. Toque mortífero ""Nós mandamos três de nossas melhores legiões! Como assim *ninguém* voltou?"" — Tori D'Avenant"
